disbursed_amount,asset_cost,branch_id,Employment.Type,DisbursalDate,State_ID,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PRI.NO.OF.ACCTS,PRI.CURRENT.BALANCE,SEC.NO.OF.ACCTS,PRIMARY.INSTAL.AMT,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default,Age,marital status
66094,77573,162,Self employed,24/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,49,Single
60671,71322,162,Self employed,25/10/2018,4,0,0,691,24,442479,0,12921,0,3yrs 0mon,1,0,41,Single
38476,63909,162,Self employed,29/08/2018,4,0,0,853,5,313528,0,0,0,5yrs 8mon,0,0,43,Single
56379,68420,162,Self employed,19/10/2018,4,0,0,661,3,41514,0,5342,0,12yrs 4mon,0,0,?,Single
63149,75295,162,Self employed,15/10/2018,4,0,0,300,2,14831,0,16128,0,2yrs 6mon,0,0,35,Single
28864,74710,162,Salaried,08/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Single
37239,75268,5,Self employed,31/10/2018,9,0,0,694,4,45400,0,0,0,1yrs 5mon,0,0,33,Married
60497,73447,5,Self employed,18/10/2018,9,0,0,570,23,100120,0,529630,0,4yrs 5mon,0,0,38,Married
48988,68707,5,Salaried,18/09/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Married
52279,71048,5,Self employed,21/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,41,Married
54319,73447,5,Salaried,16/10/2018,9,0,0,825,4,0,0,6088,0,1yrs 6mon,0,0,50,Married
57587,72084,5,Self employed,23/09/2018,9,0,0,650,6,222978,0,365600,0,1yrs 1mon,2,1,?,Married
52279,64611,5,Self employed,24/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,55,Married
57117,71162,5,Self employed,22/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,44,Married
45379,94141,5,Self employed,16/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,44,Married
49803,66570,5,Salaried,30/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
27329,68707,5,Self employed,31/08/2018,9,0,0,657,1,185094,0,0,0,0yrs 5mon,0,0,36,Married
59057,73138,5,Self employed,17/10/2018,9,0,0,774,1,0,0,1786,0,3yrs 2mon,0,0,41,Married
59259,87080,5,Self employed,24/08/2018,9,0,0,832,1,0,0,109176,0,1yrs 0mon,0,0,35,Married
58013,68364,5,Self employed,20/09/2018,9,0,0,639,10,502206,0,530794,0,2yrs 3mon,1,0,49,Married
53559,65445,61,Salaried,23/08/2018,6,0,0,17,1,58722,0,0,0,0yrs 3mon,0,0,46,Married
46249,61333,61,Self employed,29/08/2018,6,0,0,520,9,1029426,0,24200,1,3yrs 1mon,1,1,58,Married
53303,61323,61,Self employed,11/08/2018,6,0,0,17,1,0,0,7,0,0yrs 8mon,0,0,41,Married
48349,55569,61,Salaried,04/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,29,Married
45349,60378,61,Salaried,19/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Married
51303,75352,77,Salaried,19/10/2018,4,0,0,484,7,160891,0,183900,0,3yrs 4mon,0,0,47,Single
52078,72945,77,Salaried,23/10/2018,4,0,0,805,4,884457,0,33789,0,6yrs 10mon,0,0,55,Single
41394,110108,77,Salaried,30/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
34341,72945,77,Salaried,31/10/2018,4,0,0,676,14,972143,0,13630,0,4yrs 8mon,1,0,52,Single
66382,90941,77,Salaried,27/08/2018,4,0,0,825,1,0,0,1314,0,0yrs 6mon,0,0,33,Single
55013,69075,77,Salaried,24/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,54,Single
37980,51624,77,Salaried,28/09/2018,4,0,0,455,4,283221,0,20789,0,2yrs 8mon,0,0,35,Single
52893,67281,77,Salaried,31/08/2018,4,0,0,825,1,0,0,0,0,0yrs 11mon,0,0,43,Single
56513,69995,77,Salaried,30/08/2018,4,0,0,635,1,4770,0,0,1,2yrs 11mon,0,1,52,Single
64882,84028,77,Salaried,03/10/2018,4,0,0,605,4,111556,0,96550,0,6yrs 1mon,0,1,55,Single
46645,66350,77,Salaried,06/08/2018,4,0,0,740,4,49955,0,0,0,1yrs 0mon,0,0,35,Single
54273,74600,77,Salaried,19/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
50078,74972,77,Salaried,05/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
66169,80715,77,Salaried,08/10/2018,4,0,0,709,3,241094,0,0,0,3yrs 5mon,0,0,?,Single
42310,56582,77,Salaried,30/09/2018,4,0,0,832,2,0,0,164053,0,2yrs 11mon,0,0,?,Single
49478,61790,67,Salaried,14/08/2018,6,0,0,825,1,0,0,1584,0,0yrs 6mon,0,0,41,Married
56413,69960,67,Salaried,07/08/2018,6,0,0,783,1,459767,0,0,0,2yrs 0mon,0,0,55,Married
41794,64044,70,Salaried,30/08/2018,4,0,0,611,1,0,0,1317,0,0yrs 9mon,0,0,34,Single
47549,76157,70,Salaried,17/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
49003,68170,70,Salaried,25/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
49028,61806,70,Salaried,26/10/2018,4,0,0,825,3,0,0,0,0,0yrs 11mon,0,0,39,Single
60913,69256,15,Salaried,18/10/2018,11,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,42,Divorced
32034,59308,15,Self employed,04/08/2018,11,0,0,832,1,0,0,31,0,0yrs 3mon,0,0,49,Divorced
50503,58504,15,Salaried,21/10/2018,11,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,47,Divorced
41094,59308,15,Salaried,14/08/2018,11,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,52,Divorced
59747,67747,15,Salaried,24/10/2018,11,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,53,Divorced
58659,66779,15,Salaried,14/09/2018,11,0,0,763,3,3134,5,2504,0,3yrs 8mon,1,0,36,Divorced
40894,46600,15,Salaried,17/08/2018,11,0,0,589,14,191107,0,12253,0,1yrs 7mon,0,0,52,Divorced
42669,91492,5,Self employed,28/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Married
55189,70495,5,Salaried,29/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Married
54219,72637,5,Salaried,23/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Married
54219,68438,5,Salaried,29/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,30,Married
59993,71536,5,Salaried,05/09/2018,9,0,0,758,12,908615,0,17571,0,7yrs 4mon,1,0,48,Married
53249,67578,5,Self employed,21/09/2018,9,0,0,753,7,49707,1,0,0,13yrs 10mon,0,1,52,Married
69603,96494,5,Salaried,31/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,31,Married
56159,74965,5,Salaried,13/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Married
48443,67578,5,Salaried,26/09/2018,9,0,0,425,4,54007,0,0,1,6yrs 2mon,0,0,50,Married
52279,66298,5,Salaried,26/08/2018,9,0,1,648,1,322982,0,0,0,1yrs 1mon,0,0,42,Married
56159,70808,5,Salaried,17/10/2018,9,0,0,753,2,37179,0,0,0,4yrs 5mon,0,0,33,Married
45088,56116,74,Self employed,31/08/2018,4,0,0,17,1,47699,0,0,0,0yrs 0mon,0,1,46,Single
49303,61628,74,Self employed,18/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
46369,62289,74,Self employed,31/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Single
45349,61628,74,Self employed,17/08/2018,4,0,0,738,4,10970,0,27897,0,1yrs 2mon,1,1,59,Single
45389,56116,74,Self employed,31/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,52,Single
43394,68110,74,Self employed,10/08/2018,4,0,0,783,1,6113,0,0,0,2yrs 8mon,0,0,45,Single
55009,71490,74,Self employed,26/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
47273,70125,74,Self employed,30/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,58,Single
51318,68289,74,Self employed,26/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,52,Single
45389,63411,74,Self employed,31/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
42469,59243,74,Self employed,10/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,54,Single
52079,71103,74,Self employed,10/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Single
50018,72953,74,Self employed,21/08/2018,4,0,0,738,2,11336,0,12240,0,1yrs 5mon,0,1,36,Single
47288,67611,11,Self employed,25/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
51303,76794,11,Self employed,20/09/2018,3,0,0,737,1,36004,0,2920,0,0yrs 10mon,0,0,29,Single
45349,68885,11,Self employed,19/09/2018,3,0,0,824,1,0,0,0,0,1yrs 9mon,0,1,36,Single
55259,71602,11,Self employed,31/08/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Single
35439,53779,11,Self employed,22/10/2018,3,0,0,737,1,11398,0,0,0,1yrs 0mon,0,0,31,Single
69123,88090,11,Self employed,19/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
43394,80016,11,Self employed,21/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
37339,106280,11,,21/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,26,Single
57013,94025,11,,26/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,26,Single
48349,69885,11,Self employed,21/09/2018,3,1,0,18,1,0,0,231,0,3yrs 1mon,0,0,41,Single
23651,68885,11,Self employed,31/08/2018,3,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Single
30841,116010,11,Self employed,12/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Single
64499,84053,3,Salaried,12/10/2018,15,0,0,650,8,78416,0,4494,0,3yrs 0mon,2,0,31,Divorced
49713,63724,3,Self employed,24/08/2018,15,0,0,300,3,115037,0,0,0,4yrs 5mon,0,0,42,Divorced
46379,61646,3,Salaried,21/08/2018,15,0,0,645,7,397413,0,0,0,3yrs 0mon,0,0,40,Divorced
40104,68283,3,Salaried,23/09/2018,15,0,0,15,1,4397,0,594,0,0yrs 0mon,1,0,58,Divorced
40594,79798,3,Salaried,14/10/2018,15,0,0,737,2,123949,0,0,0,1yrs 7mon,0,0,32,Divorced
60213,75167,3,Self employed,08/10/2018,1,0,0,763,2,1163,1,2982,1,0yrs 10mon,3,1,38,Single
53303,70561,3,Self employed,21/10/2018,15,0,0,15,1,5198,0,958,0,0yrs 0mon,1,1,49,Divorced
52503,64680,160,Self employed,29/10/2018,15,0,0,14,1,22141,0,0,0,4yrs 6mon,0,0,37,Divorced
48549,60450,3,Salaried,15/10/2018,15,0,0,755,3,630,0,1015,0,1yrs 10mon,0,0,50,Divorced
49713,63420,3,Self employed,03/09/2018,15,0,0,650,9,313669,0,0,1,6yrs 10mon,2,0,39,Divorced
44419,61646,3,Self employed,13/08/2018,15,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Divorced
55259,72643,3,Salaried,17/10/2018,15,0,0,681,4,94848,0,7316,0,1yrs 5mon,1,0,31,Divorced
52153,65736,3,Salaried,07/09/2018,15,0,0,785,3,1657333,0,16665,0,0yrs 9mon,2,0,37,Divorced
52788,65590,3,Salaried,29/08/2018,15,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,36,Divorced
48743,63724,3,Salaried,30/08/2018,15,0,0,15,1,9900,0,0,0,0yrs 1mon,0,0,33,Divorced
54459,72943,3,Salaried,18/10/2018,15,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
59213,79503,3,Salaried,17/10/2018,15,0,0,638,5,660747,0,0,1,5yrs 1mon,0,0,38,Divorced
54459,78170,3,Self employed,22/10/2018,15,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Divorced
46349,62806,250,Salaried,25/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Married
45349,58680,250,Salaried,03/09/2018,6,0,0,551,1,28279,0,2662,1,1yrs 2mon,1,0,50,Married
53303,69110,250,Salaried,31/10/2018,20,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Divorced
53303,88530,250,Salaried,31/10/2018,20,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
56013,65769,250,Salaried,29/09/2018,20,0,0,0,0,0,0,0,0,0yrs 0mon,3,0,48,Divorced
36939,68980,250,Salaried,31/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
41394,62806,250,Salaried,16/08/2018,6,0,0,564,1,18,0,2999,1,2yrs 3mon,0,0,31,Married
47349,56100,250,Salaried,01/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,1,1,39,Married
72523,109070,67,Salaried,29/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
54659,65299,67,Salaried,18/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Married
48802,58940,67,Self employed,29/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Married
63613,85380,67,Salaried,19/09/2018,6,0,0,737,1,45433,0,2296,0,0yrs 6mon,1,0,29,Married
49703,63010,67,Self employed,28/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
54413,63910,67,Salaried,14/08/2018,6,0,0,738,3,13543,0,0,0,0yrs 5mon,1,0,48,Married
57659,69604,67,Self employed,23/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,39,Married
57259,70000,34,Self employed,21/10/2018,6,1,0,511,4,820790,0,10487,0,0yrs 11mon,0,0,39,Married
96899,136700,34,Self employed,21/10/2018,6,0,0,707,26,61108,0,2788,0,10yrs 7mon,0,0,45,Married
21674,70600,34,Self employed,31/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,52,Married
54259,83000,34,Salaried,20/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,1,1,30,Married
64707,79500,34,Self employed,26/10/2018,6,0,0,476,19,587292,0,18645,2,2yrs 0mon,1,1,41,Married
47249,65900,34,Self employed,28/08/2018,6,0,0,15,2,64047,0,2500,0,0yrs 0mon,0,0,30,Married
50503,69200,34,Self employed,17/09/2018,6,0,0,737,1,43336,0,3334,0,0yrs 6mon,0,0,37,Married
57259,73000,34,Self employed,25/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,38,Married
62216,77650,34,Self employed,25/10/2018,6,0,0,528,13,229276,0,4658,1,3yrs 1mon,1,1,42,Married
30446,57514,74,Self employed,03/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
46599,61110,74,Self employed,17/10/2018,4,0,0,300,4,587652,0,0,1,6yrs 2mon,0,0,44,Single
59463,74939,74,Self employed,30/10/2018,4,0,0,653,1,33721,0,2420,1,0yrs 8mon,0,1,48,Single
53049,71103,74,Self employed,06/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,?,Single
58259,74101,74,Self employed,26/10/2018,4,0,0,18,1,0,0,0,0,2yrs 6mon,0,0,55,Single
59013,73116,74,Self employed,30/09/2018,4,0,0,300,1,108113,0,0,0,2yrs 2mon,0,1,39,Single
45175,60390,74,Self employed,21/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,43,Single
49213,65215,74,Self employed,14/09/2018,4,0,0,737,1,21094,0,0,0,0yrs 10mon,0,1,54,Single
71123,86777,16,Salaried,16/08/2018,14,0,0,600,12,154202,0,0,1,2yrs 5mon,0,0,38,Divorced
45849,66701,16,Salaried,28/08/2018,14,0,0,466,27,1426896,0,7868,3,1yrs 10mon,0,0,42,Divorced
54259,72801,16,Self employed,17/10/2018,17,0,0,18,1,0,0,0,0,1yrs 6mon,0,0,43,Divorced
53303,74460,16,Salaried,29/10/2018,14,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Divorced
51803,64976,16,Salaried,18/08/2018,14,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,33,Divorced
57259,69633,16,Salaried,21/09/2018,14,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
53303,71914,16,Salaried,03/10/2018,17,0,0,785,4,0,0,120990,0,1yrs 1mon,0,0,?,Divorced
48349,67074,16,Salaried,29/08/2018,14,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Divorced
53303,64976,16,Salaried,18/08/2018,14,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
74079,91318,16,Salaried,12/10/2018,14,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,30,Divorced
58259,69636,16,Salaried,18/09/2018,14,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Divorced
58259,76677,16,Salaried,23/09/2018,17,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
56259,69633,16,Salaried,18/09/2018,14,0,0,748,9,10640,0,49165,1,2yrs 5mon,0,0,56,Divorced
33484,69977,16,Salaried,13/10/2018,14,0,0,16,3,8808,0,0,0,0yrs 11mon,0,0,44,Divorced
61947,76243,16,Salaried,10/09/2018,17,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,39,Divorced
58447,72588,82,Self employed,29/08/2018,19,0,0,673,7,122095,0,290000,0,1yrs 0mon,0,0,?,Divorced
54959,73741,82,Salaried,17/10/2018,19,0,0,732,6,156047,0,322337,0,1yrs 0mon,0,0,31,Divorced
62247,74311,82,Salaried,16/10/2018,19,0,0,819,1,0,0,82756,0,1yrs 5mon,0,0,38,Divorced
62853,74871,82,Self employed,30/10/2018,19,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,?,Divorced
71423,91823,82,Self employed,24/10/2018,19,0,0,740,3,685361,0,622724,0,1yrs 1mon,0,0,?,Divorced
75151,91687,82,Salaried,20/10/2018,19,0,0,610,1,572250,0,0,0,3yrs 2mon,0,1,?,Divorced
64269,97306,82,Salaried,30/08/2018,19,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Divorced
65482,78411,82,,26/10/2018,19,0,0,551,1,125635,0,0,0,1yrs 3mon,0,0,28,Divorced
26529,42258,257,Salaried,30/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,44,Married
28984,38241,257,Salaried,30/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Married
28884,38116,257,Self employed,11/08/2018,6,0,0,726,13,44513,0,6609,0,1yrs 0mon,0,0,34,Married
36439,64829,257,Self employed,31/08/2018,6,0,0,17,3,38000,0,0,0,2yrs 2mon,0,0,57,Married
28984,38241,257,Salaried,17/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Married
46349,64101,257,Self employed,08/10/2018,6,0,0,368,2,0,0,0,0,3yrs 2mon,0,1,34,Married
34484,62760,257,Self employed,28/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Married
39439,62760,257,Self employed,18/10/2018,6,0,0,778,8,129727,0,9994,0,10yrs 4mon,0,0,39,Married
45149,58527,257,Self employed,20/08/2018,6,0,0,738,1,10869,0,1560,0,1yrs 5mon,0,1,43,Married
31484,45655,257,Self employed,15/10/2018,6,0,0,738,2,14720,0,4914,0,0yrs 10mon,0,0,34,Married
31784,41628,257,Self employed,14/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,32,Married
46149,63793,257,Salaried,13/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Married
35439,45855,257,Self employed,14/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Married
54013,63658,258,Self employed,31/08/2018,16,0,0,620,6,162752,0,7320,1,1yrs 6mon,3,1,60,Divorced
36939,48574,258,Self employed,27/10/2018,16,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,45,Divorced
47749,59648,258,Self employed,28/10/2018,16,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
51303,64008,258,Self employed,30/08/2018,16,0,0,674,10,626623,0,15693,0,2yrs 9mon,0,0,36,Divorced
56009,79351,147,Salaried,25/09/2018,2,0,0,300,2,0,0,0,0,3yrs 2mon,1,0,38,Single
49700,72934,147,Salaried,21/10/2018,2,0,0,733,7,586895,0,0,0,1yrs 4mon,0,0,43,Single
55700,75615,147,Salaried,11/10/2018,2,0,0,708,15,82578,0,25997,0,1yrs 8mon,2,0,39,Single
49700,71721,147,Self employed,22/10/2018,2,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
61597,83136,147,Salaried,14/09/2018,2,0,0,572,1,215294,0,0,1,1yrs 2mon,0,1,31,Single
76700,114990,147,Self employed,13/10/2018,2,0,0,395,8,1321050,0,417500,0,1yrs 10mon,0,1,32,Single
35839,65400,147,Salaried,22/08/2018,2,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
76900,111190,147,Self employed,15/10/2018,2,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,29,Single
55200,75867,147,,13/10/2018,2,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,33,Single
49503,68700,147,Salaried,06/08/2018,2,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
70950,104820,147,Self employed,23/10/2018,2,0,0,700,1,604043,0,6697,0,0yrs 9mon,0,1,52,Single
73500,110290,147,Self employed,15/10/2018,2,0,0,17,1,1585888,0,36540,0,0yrs 2mon,1,1,29,Single
53499,69200,147,Salaried,12/09/2018,2,0,0,680,10,53267,2,0,0,3yrs 5mon,0,0,32,Single
53703,69756,130,Salaried,12/10/2018,6,0,0,714,1,45148,0,0,0,2yrs 3mon,0,0,31,Married
54078,68772,130,Self employed,29/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,27,Married
54659,70156,130,Salaried,23/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Married
53703,68956,130,Salaried,23/10/2018,6,0,0,464,5,0,0,0,0,8yrs 4mon,0,0,38,Married
53703,69042,130,Self employed,13/10/2018,6,0,0,708,6,23000,0,3000,0,2yrs 5mon,0,0,43,Married
42743,91300,13,Salaried,20/08/2018,8,0,0,763,4,2330,0,0,0,1yrs 2mon,0,0,34,Married
65382,76484,13,Self employed,08/10/2018,8,0,0,529,15,475599,0,1929,2,4yrs 1mon,0,0,42,Married
66969,78570,13,Salaried,30/08/2018,8,0,0,753,33,127188,0,252859,0,3yrs 3mon,0,0,43,Married
72623,93776,13,Salaried,09/08/2018,8,0,0,726,14,23738,0,0,0,0yrs 7mon,0,1,35,Married
63147,72736,13,Self employed,19/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Married
66982,77075,13,Self employed,25/10/2018,8,0,0,758,3,38013,0,2858,0,3yrs 5mon,0,0,60,Married
63447,73138,13,Salaried,29/10/2018,8,0,0,738,2,5088,0,0,0,0yrs 3mon,0,1,37,Married
64982,74927,13,Salaried,17/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,31,Married
39894,88790,13,Self employed,09/08/2018,8,0,0,836,1,0,0,4573,0,1yrs 1mon,0,0,29,Married
71223,84694,13,Salaried,19/10/2018,8,0,0,629,12,298009,0,2310,0,2yrs 3mon,0,1,55,Married
80533,92226,13,Self employed,13/10/2018,8,0,0,667,33,2894455,0,41908,1,10yrs 1mon,0,0,40,Married
57359,67468,13,Salaried,22/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,46,Married
66582,78494,13,Salaried,20/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,33,Married
58913,69700,13,Salaried,06/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,59,Married
34439,78494,13,Salaried,14/09/2018,8,0,0,14,1,0,0,0,0,3yrs 11mon,0,0,50,Married
51578,64723,79,Self employed,31/10/2018,18,0,0,15,3,89109,0,0,0,4yrs 1mon,1,0,44,Divorced
34275,51475,79,Self employed,04/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Divorced
49303,58595,79,Self employed,31/08/2018,18,0,0,17,1,51000,0,0,0,0yrs 0mon,0,0,29,Divorced
41394,59880,79,Self employed,30/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,33,Divorced
41894,66280,79,Self employed,04/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Divorced
49903,58595,79,Self employed,16/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Divorced
48849,63326,79,Self employed,26/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Divorced
51303,68710,79,Self employed,31/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Divorced
44849,63621,79,Self employed,26/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Divorced
29984,69240,79,Self employed,29/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Divorced
45863,55355,79,Self employed,27/10/2018,18,0,0,681,2,120268,0,0,0,3yrs 11mon,0,0,44,Divorced
32484,45481,79,Self employed,30/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Divorced
77751,107183,79,Salaried,11/10/2018,18,0,0,15,1,1145648,0,13423,0,0yrs 1mon,0,0,33,Divorced
59207,73249,79,Salaried,25/09/2018,18,0,0,738,2,15835,0,0,0,0yrs 3mon,0,0,45,Divorced
43394,61592,79,Salaried,20/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Divorced
36439,63000,79,Self employed,21/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Divorced
60213,68773,79,Self employed,25/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Divorced
55833,69839,79,Self employed,28/08/2018,18,0,0,738,2,18311,0,2300,0,1yrs 3mon,1,1,32,Divorced
54373,67284,79,Self employed,17/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Divorced
44849,61013,79,Self employed,11/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Divorced
50998,63749,79,Self employed,28/08/2018,18,0,0,737,1,45571,0,2740,0,0yrs 4mon,0,0,29,Divorced
47349,71820,79,Self employed,18/10/2018,18,0,0,508,5,64474,0,3455,0,5yrs 5mon,0,0,49,Divorced
54619,67284,79,Self employed,17/09/2018,18,0,0,16,1,0,0,0,0,1yrs 5mon,0,0,50,Divorced
54303,67773,79,Salaried,15/10/2018,18,0,0,737,1,47480,0,2740,0,0yrs 3mon,0,1,37,Divorced
57259,67773,79,Self employed,21/10/2018,18,0,0,784,4,0,0,838000,0,0yrs 10mon,1,0,37,Divorced
59207,73249,79,Self employed,26/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Divorced
50243,63500,79,Salaried,28/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
54373,67284,79,Self employed,20/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Divorced
